Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Bearing Failure
0,0,0,1,71.30145157980567,1.671661298045342,0.4478548420194323,0.8450690288600495,0.3849648276550961,4.560690288600495,69.65054828339112,62.3913128641707,3.9571967651468847,1.0592596390950704,1
0,1,0,1,70.88752560927223,1.8694236697770137,0.4994105730846601,0.44394499010414323,0.5894415340683659,5.847830432570446,71.26339843370008,64.52280065875152,5.836753977949025,0.9405588608938067,1
0,0,0,0,73.14969303265491,1.546135494425039,0.42675922214087275,0.7123088489006857,0.5957255104491325,4.979526093341403,71.99332220404577,64.27989659812151,3.895559805033143,1.058450378420696,1
0,0,0,1,70.91901293277085,1.7608969823534668,0.4860987067229144,0.8058053277644746,0.257230319545466,4.168053277644746,68.45224052268202,61.94003526066961,3.852663534957367,0.9965977084267882,1
0,0,0,1,74.73112068283508,1.6291258667377007,0.510671709701453,0.3978675493604895,0.5228784058635738,4.41703579211114,71.85039434061841,65.71378580863473,3.489829095949019,0.8686643516058119,1
0,1,0,1,71.16251895612871,1.7819257866863176,0.46956754510194054,0.5548798061655613,0.6022537240923606,5.735333154310981,71.45401882186195,64.2431199253009,5.452388277229182,0.9973492922121614,1
0,0,1,0,70.57693871215001,1.4509594470688314,0.41782467734068146,0.5814431342057167,0.430276958878573,4.130222582668191,73.72970322310907,67.1652546019529,6.209868890653556,0.8359765103154186,1
0,0,0,0,71.77365747597912,1.5075770300667715,0.38757703006677147,0.8845728308464257,0.6134868960945741,5.3612555021476265,71.74348140725508,63.414206678253,4.271695673957749,1.1486254810947303,1
0,0,0,0,72.05390059607005,1.4893220934044167,0.37083043557958945,0.9190344219588675,0.6412715137242923,5.338645942239128,72.1184720770145,63.376943276313845,4.2054206196192245,1.1807313267035384,1
0,0,0,1,70.92476268236436,1.7595553741149836,0.4855237317635644,0.8063956353894073,0.25915073590969495,4.173956353894072,68.47025640474165,61.94681996518994,3.8542351331795905,0.9975397952508613,1
1,0,1,0,70.11054048882968,1.6030017752310834,0.48300177523108356,0.6650959169685078,0.4424039601214145,5.368071555373649,69.86225071687292,63.979939096012856,4.823795985265555,0.9412505493904184,1
0,0,0,0,71.89968915631913,1.5320725301922016,0.3880310843680864,0.9064880867154314,0.5847761782105914,5.174880867154313,71.5250260231333,63.09723320445658,4.120715036060564,1.15727986229504,1
0,0,0,0,71.61257421399284,1.6387263864568193,0.4207263210950938,0.7364361885993898,0.6232222076973943,5.5512196397301965,71.7659889437905,63.785393270995904,4.823333769078171,1.0902927488570875,1
0,0,0,1,58.13161364253585,1.238069240029671,0.6475270556128967,0.974663596824647,0.2957016098227673,4.283330101920681,72.30280837813866,76.08017552363367,4.599819629247356,1.2076054349522551,1
0,0,0,1,58.46183279676937,1.3279925832341695,0.60962973226321,0.8903676392688055,0.30890557887434483,4.184408900118997,70.93611495987038,75.79842373365065,4.568936794490721,1.124797149563303,1
1,0,1,0,60.00831752227505,1.294119931174307,0.06768987830883377,0.5627302462099988,0.7946765086775431,4.606988168306655,70.78464192711941,77.17786146096451,5.483650317528099,1.081790594437468,1
0,0,0,0,58.28272302691641,1.0794322364091005,0.6972780922435453,0.6924959860640936,0.40062802659794094,4.098354604746346,72.57451907968766,73.59378946697962,4.9932907905073085,1.0973914809758651,1
0,0,0,1,58.937200894784084,1.2643666915217802,0.3856244963101205,0.7926802840959561,0.5205216575935459,4.432719193198999,71.61773263739015,76.57429574229897,5.003348020280166,1.1530006046732357,1
0,0,0,1,59.305326637936204,1.5039348993834945,0.687634801029509,0.8958717014664503,0.4320565819357169,5.156152557131749,72.28513042820374,75.28819530184951,4.9520001513138245,1.2280433193230795,1
0,0,0,1,58.06341113680298,1.2400947538000828,0.6449874879648299,0.9802676884879317,0.29687308858647693,4.290554986543342,72.29734689359768,76.08192214851596,4.611529597058479,1.2110919235947772,1
0,0,0,1,58.81549732946439,1.2609860369295665,0.42174920538120353,0.8188079145872074,0.4893713402795772,4.412918216301747,71.71239096597213,76.50571674914264,4.948774596148716,1.1610917050349634,1
0,0,0,1,60.225636784487065,1.6989857065629306,0.7184033790634482,0.832960948164914,0.5326038994394826,5.796248868016378,72.27414165033449,74.70304288031122,5.204742042306896,1.2404029956687719,1
0,0,1,0,59.394646388028406,1.5322583331449071,0.5251998889667717,0.6799739168607457,0.3388645555279197,3.9392900002261118,67.76999583625394,75.1447733339363,4.47361277786571,0.9239462445600686,1
0,0,1,0,59.22047333296794,1.4941182480951698,0.5409644574539965,0.7192582044619751,0.3332706763872916,3.9850581022857963,68.36116715452488,75.26682160609546,4.491411484222254,0.9614487167194375,1
0,0,0,1,58.119459310906734,1.241651647525187,0.6283509664451442,0.9682351241267687,0.3112187521963663,4.299673935504667,72.25375386929475,76.11350484979666,4.636662310049449,1.2073657270731404,1
0,0,0,1,61.07017802566071,1.877978029319136,0.746638787723582,0.7752296215294618,0.6248731813109912,6.383646208892376,72.26405757581301,74.1660659120426,5.436675756300852,1.251745102936214,1
0,0,0,1,58.56235833396356,1.664255079713203,0.5037586982998583,0.15593196796346503,0.5837018173780882,5.460271270117367,72.61244143105631,60.94813381337718,3.9192408726857555,0.8031335216256124,1
0,0,0,1,55.86709730342965,1.2568225674142588,0.31387751461733643,0.5771403106728329,0.609060507025047,4.421072772493247,69.94747833144253,61.63235322453958,5.372292721877985,0.9098536734112175,1
0,0,0,0,56.063735522046926,1.7458550380341786,0.6450460551329535,0.6353010712217821,0.6997019194210679,4.642004240996428,70.79436681050112,59.185509761695464,3.8370447499159996,1.1477490539573834,1
0,0,0,0,58.53203053297946,1.078658253325014,0.6828404234363602,0.5469401587886351,0.45577887186388877,4.5388125369341505,70.8983403249453,54.14489639342292,4.815666192756768,1.025874100728218,1
0,0,0,0,56.63132843247052,1.5644114027348353,0.6470620955251685,0.6013385446144692,0.6967553988478307,4.797084271166807,70.31206791667124,58.079789146580666,4.010734383706824,1.1281027696154065,1
0,0,0,0,57.49955681622702,1.286862984976608,0.6501459668335933,0.5493871741110061,0.6922482023201328,5.034305141045634,69.57431101134809,56.38840434434463,4.27642175797111,1.09805048850371,1
0,0,0,0,57.19223512761513,1.223694121809622,0.552402322970722,0.5473247096286598,0.6670352868331615,4.901435233760481,69.53889416898534,57.59068286077388,4.648988326176745,1.0371204048305265,1
0,0,0,0,58.23074123360627,1.1286208004572518,0.670728290798242,0.5423981090493407,0.5452572517279874,4.752288874680985,70.31695795831561,54.82014778799801,4.638526252924288,1.050164175435633,1
0,0,0,0,56.57821503269552,1.239044624182612,0.4418787058851929,0.5611401617643509,0.6401719076804288,4.678852949352125,69.72821703158556,59.463444150278676,4.984140961320364,0.9781496856495046,1
0,1,0,1,59.227414369127416,0.963343345823091,0.7107955525277355,0.5574233321979007,0.24926035570135385,4.046103386698661,72.2401865213313,52.58639794657874,5.224509955718132,0.9698119526018053,1
0,0,0,0,58.92452457099487,1.2763333759757125,0.6538428589703877,0.322259387049322,0.4394069811206903,4.5882853853302175,68.22338021527698,58.58754933388044,4.169952265208781,0.896376006678647,1
0,0,0,0,57.85511045439985,1.190911331682437,0.6556275559557728,0.5367353334834148,0.656813930376728,5.018439326279503,69.5921226858771,55.662013755465665,4.417678005853178,1.0804476926674447,1
0,0,0,1,55.441304477628314,1.2674673880592922,0.23723480597309587,0.586720649253363,0.5904320708962385,4.266722873140263,70.07876445273126,62.93102134323365,5.604704639294547,0.8689603714372618,1
1,0,0,0,54.13899395133306,2.2980957763045806,0.6280340315223756,0.7224410998208557,0.6999767558414696,4.081099025301056,72.2085132725061,63.10040259919718,3.2179721070097633,1.1889370048843453,1
1,0,1,0,55.54970614416311,1.3818542487316245,0.548800470660028,0.610513372894024,0.8451498695436214,4.084075817259364,66.28739934517544,63.710146927918444,3.938671765483638,1.1860305374825262,1
1,0,1,0,55.66514362487597,1.4952303458603213,0.5710634133689357,0.7174991809118303,0.9265745211178672,4.166531160625688,65.90604338210619,63.652428187562016,4.179853644830138,1.3039941872561807,1
0,1,0,0,54.99021388678394,1.1078998765120762,0.6208109118464757,0.1414734963935703,0.5388113763296019,3.3561934270718,67.81078270326404,65.66145381830484,4.185192192192563,0.8426713454186723,1
1,0,0,0,54.1183485992392,2.3267587408620845,0.6315216929440579,0.7334853609895164,0.703484461294311,4.087713555583558,72.3035219802002,63.08276385177717,3.2221813535531734,1.1985523400628673,1
0,1,0,0,55.18636109102292,1.0029235284317255,0.46150503365964723,0.22575711722564198,0.532883058862731,3.8584578975215984,67.66439495938324,64.03055470402028,3.1984278958555317,0.7441158603652859,1
0,1,0,0,55.19410657210012,1.0670178394436387,0.374408216675964,0.34415276882888934,0.5536497181613299,3.938213144200231,68.60666337337945,63.67768028369965,3.9853971754100206,0.7815085855236437,1
0,1,0,0,55.33763508068683,1.107766887604736,0.45656241815577675,0.27083976167003654,0.5286893244958106,4.033696083567916,67.51461873199322,64.229757086449,3.551899792495967,0.7588027573956532,1
0,1,0,0,54.9082919233417,1.230041310312006,0.498074956639363,0.3109040293579828,0.5692707897234973,3.8346249177643092,68.66824881879644,63.75766688596184,3.0611249476681968,0.8306453264770827,1
0,1,0,0,55.1888496513799,1.0274416218909719,0.479206718480409,0.2760767304752989,0.5906171648126071,3.8263211795570706,67.47951454454855,63.89057517431005,3.184739450204431,0.8172772636726648,1
0,1,0,0,62.356068735180315,1.4333966775002227,0.7206551815060401,0.6854017403524384,0.676315513756018,4.8150004394586094,72.0110345433736,73.19065535728949,5.6918275468071595,1.2035337665928763,1
0,0,0,1,62.26164082276456,1.5593390721263474,0.5470430989482276,0.8504465538241605,0.6080887919534359,5.455830434936516,74.94774718377073,72.42642238129275,5.225284476258551,1.1861240846906245,1
0,1,0,0,62.28901356711895,1.4700123284811006,0.7233020960347784,0.6901220712620214,0.6753008631866684,4.942934641680955,72.02868064023185,73.24447595270716,5.680357583849294,1.2072743447505592,1
0,0,0,1,61.633383318574076,1.828020951041786,0.7491822374247075,0.7362749900740616,0.6653801423205289,6.193808142194192,72.20121491616472,73.77070549430239,5.5682103044929345,1.2438477552441214,1
0,1,0,0,62.64290813029888,1.2767672709552191,0.7093325738039917,0.6652097566171187,0.6806558467084699,4.267741067192935,71.93555049202661,72.96042900068117,5.740892180182702,1.1875328347159844,1
0,1,0,0,62.47204436096342,1.7337753995643324,0.42603164286053374,0.3411732591722314,0.4871124555299747,5.952247557478085,73.26480843731869,75.4508531089064,6.172314254235366,0.7533975931145309,1
0,0,0,1,62.05823672923208,1.8180236599168216,0.5553775014017084,0.5012449538419609,0.5552544308150762,6.212426008566655,72.87330181568066,74.86607106645971,5.922047363188265,0.9493484741910326,1
0,0,0,1,61.902115115741324,1.3972131576604283,0.7411467426115984,0.6630148009892397,0.40380809680968793,4.793106899097269,72.39482605910722,75.39263883244718,4.518804556695906,1.0833648594837455,1
0,0,0,1,61.43079239833943,1.942202850622715,0.6509191485519529,0.6989793842344622,0.6464057012454301,6.5264342074725805,71.6180347012702,73.34182234857177,5.631362941904705,1.1596862045683354,1
0,0,0,1,61.786259507258684,1.7774038957528946,0.6647981037065631,0.7954942182702706,0.6381817376138995,6.105663609343626,73.4474611972201,73.2768751934363,5.395375038687258,1.2253008585825225,1
0,0,0,1,62.41005956901387,1.491257078434005,0.5102788223543626,0.8676032162346308,0.5986934768238926,5.2529460937333345,75.41615130037405,72.16090260589262,5.1721805211785234,1.1738927085858641,1
0,0,0,1,61.726649911181845,1.8047477471642899,0.6795637834687165,0.7886035677145989,0.641955189108672,6.187148286549584,73.25933549950969,73.38351621394074,5.416703242788146,1.2302133605911567,1
0,0,0,1,61.753091435755294,1.564609620110492,0.7462502932960515,0.6899615486031524,0.4819944932955103,5.346331793291992,72.35399765363158,74.95577489385799,4.825017597763095,1.1357362527367925,1
0,0,0,1,71.36439227899245,1.8509858862603985,0.5544956828576515,0.7403493773334882,0.17047598588756047,3.74309879617721,66.89343794102999,61.41585948525749,4.13791448735771,0.9521454194705367,1
1,0,1,0,76.73626732312813,1.6002937518715867,0.6952866153475646,0.6873310926738376,0.5520222386631365,5.257318477807933,59.211080619116885,64.13261430240719,5.2749979272723255,1.136705487814441,1
0,1,0,0,77.79091167782776,1.895835709423061,0.8095541321172718,0.5216087356543985,0.3916557451996232,3.2580911620856403,63.28302942173362,60.892075002776444,7.13717474157365,1.0501224705369618,1
0,1,0,0,76.80230203414202,1.8707675691888839,0.7749314792441329,0.472261392066618,0.4137240936343992,3.352738809960773,62.19977114853068,60.155165733397375,6.998194829337811,1.0074902813199598,1
0,1,0,0,77.72588119307893,1.935373461444569,0.8306359575588477,0.4907845534303529,0.3865761597451553,3.12752792714104,62.87909624529542,60.43532833819329,7.18212117304003,1.0400470268782878,1
0,0,0,1,73.21521841776377,1.8769078209770838,0.6358905578680427,0.6680271794739365,0.23294784855477163,3.5616452531604144,65.72176649183582,61.122941622958955,5.029629041611678,0.9783234262630454,1
0,1,0,0,74.52361174256961,1.8952326574589582,0.6934305444211286,0.6169008856895067,0.2771107044760892,3.433371397787293,64.8934838828551,60.91587097071377,5.660003416588161,0.9968292862282488,1
0,1,0,0,77.53335795724584,1.8755480715669077,0.807682129223154,0.5290598588490281,0.41668886481293704,3.525510049724872,62.175799020835235,61.11628571574597,6.834772405545811,1.0599998149031493,1
0,0,0,1,70.88035037565466,1.844206587894323,0.5332086859881742,0.759263619774839,0.15413787682531832,3.7905538847397393,67.19986222717661,61.49246555679415,3.9047066235647097,0.9452991512187561,1
0,0,0,0,78.323812085298,1.5639415959986098,0.6258437284893714,0.744118028598115,0.44167359046218135,4.2958445871592765,66.38694056699892,64.51486286057855,6.665043678814924,1.1108706552820695,1
0,1,0,1,58.949202408236296,1.4488519823508001,0.3432191404698365,0.4429411669436363,0.567645920705968,4.566880215287885,74.15439070000404,65.41791322590167,4.489877102357271,0.8284774821204857,1
0,0,1,0,59.87105021380919,1.3650301785577355,0.4722015927656723,0.5014197250364238,0.5509746500115023,5.561581356425334,74.2748973929037,66.23480082151895,4.715006035711547,0.8996115466765863,1
0,0,0,1,58.857279730125626,1.6458291497307986,0.41238001257214707,0.2166362879759493,0.5597668340107681,5.140302635882991,73.78232271717516,63.640741449095465,4.091545497211052,0.7680370494597917,1
0,1,0,1,58.86810615290573,1.333900862562115,0.3444919149103064,0.5902618516482808,0.5364725244243189,4.397141690688979,74.25174031047754,66.47395204143436,4.696276940764759,0.8872790584547547,1
0,1,0,1,59.47798463818333,1.3537351907523947,0.3967510742259959,0.5314643925986303,0.5604624397679885,4.969723995425477,74.31330035144185,66.3093477410342,4.712747038150479,0.882583923424911,1
0,0,0,1,57.60394970077069,1.2754427607292804,0.7230081242779087,0.8036339233381261,0.19595408124805896,5.807443397406107,73.21410900294472,67.18275652615748,4.564746211640881,1.13074315012023,1
0,1,0,1,58.682831239422164,1.4870927585288516,0.30316134051838933,0.5238721724413444,0.4318022145271883,4.6820849781785014,74.25427707980738,66.49652962278456,4.12622561458862,0.7507965181783746,1
0,0,0,1,58.05442154428413,1.2962738286374165,0.5881269595727288,0.7276005254734301,0.31729505181295053,5.304893884122329,73.58386045831413,66.93017982777133,4.611616114434187,1.0439867063140518,1
0,1,0,1,58.701356958475465,1.4785011207070302,0.3032687359911621,0.5264496637878909,0.43999111932611185,4.656847042076901,74.26045231949182,66.49089136046399,4.160323677193974,0.7572847263434985,1
0,1,0,1,58.96970903957633,1.3540479816457618,0.30482440022942797,0.5637856055062714,0.5586105174938834,4.291265946084425,74.3499030131921,66.40921898795504,4.654247072843384,0.8512688874287989,1
0,0,0,1,55.386259101666234,1.7733149955964032,0.3270172141106854,0.32797107309970824,0.44554747137662026,4.558899735784188,75.6540230658622,62.28160248458742,6.294408158337734,0.6583455075352151,1
0,0,0,1,54.99069123240739,1.5472291806290546,0.26391112726190685,0.4747815775808295,0.4961777454761863,4.302079586963554,73.42011641671091,62.70217538957964,6.286537948221663,0.7406379213935024,1
0,0,0,1,55.607405646600014,1.680050249874591,0.3010459273270396,0.42169931110046666,0.4549594488803733,4.336989598805128,75.72020099949836,63.13393597213474,6.35489423195151,0.6906373059181502,1
0,0,0,1,54.92441003295002,1.7485090176763383,0.30024989514329836,0.3922461203020406,0.43139689624163247,4.3545023068474356,75.99403607070535,62.47641338836448,6.686043620387868,0.6561632843899827,1
1,0,0,0,54.17850071164735,2.2846262950716123,0.5851535864495164,0.6959940253632266,0.6652838039188216,4.140651087346526,73.04286120941343,62.92804673796042,3.7866071959755074,1.127125496779502,1
1,0,0,0,54.09184870662661,2.3685274427901106,0.6316430748574712,0.747022428319887,0.7046210633409371,4.10488994241733,72.54770689500918,63.035330172748004,3.296954596175748,1.2056723433518335,1
0,0,0,1,55.20968001061795,1.3734285630016303,0.2357554272062641,0.5463874320433283,0.5524891455874718,4.256891426380424,71.34493704223947,63.03934858777684,5.893748552383684,0.8149863692231542,1
0,1,0,0,58.08245044073343,1.5565537695738332,0.40672311521308335,0.2720079601783933,0.17127966317541854,4.69297611946482,79.72566161567892,62.910338691278504,5.287338537799786,0.5305566238177336,1
0,0,0,1,55.69726669169354,1.774839542606341,0.3394422722416784,0.30266359273474097,0.4554570269412159,4.6503725563804545,75.4581187750852,62.2869383991222,6.066488380352034,0.6643262064293926,1
1,0,0,0,54.104805005426684,2.3559824550630517,0.6246919177234616,0.7393926079153972,0.6987393149967751,4.1102369863665675,72.62174288815248,63.01928904090029,3.3701679671730087,1.1939279363556965,1
0,0,0,1,55.554811272105205,1.6853219470850258,0.30098462852226715,0.41943125532388426,0.45314500425910736,4.338338172510123,75.7412877883401,63.08330315939266,6.380394534736869,0.6879826188859675,1
0,0,0,1,55.30940078052796,1.2942850948190838,0.2229341853606916,0.5789945409345374,0.5781316292786168,4.236314124652962,70.39996403213986,63.19288691605098,5.71488431429113,0.8488423709770817,1
0,0,0,1,58.768862719381076,1.789896385879319,0.46215554491645006,0.05271999440330427,0.5533265082155737,5.553783152759141,73.52331441450751,62.33963735057762,3.815490311041806,0.7233932245833145,1
0,0,0,1,47.16819364964412,1.9896411928044466,0.4734246770493035,0.4469270071230779,0.34031457201501475,5.830120487744174,70.78001231437811,65.40851551370534,5.935514910055586,0.7379658009695343,1
0,0,1,0,46.03734158890185,1.4092395714220072,0.1869598163237174,0.5864537860069293,0.8697415723097845,5.626435842589443,73.30626581345636,67.74810819532951,6.063601224508551,1.0671400641727082,1
0,0,1,0,46.6341673196277,1.610925508012119,0.2733966462909082,0.5527022619245024,0.6676440317674479,4.893780807629445,71.9150444549368,67.92509789478615,5.487355691393946,0.9336835581625645,1
1,0,0,1,48.06473235480029,1.7420611835896285,0.42103051258301777,0.5794503246388336,0.3656794066468562,3.6749619912908886,69.75381697730975,68.88373990373425,4.910610515699677,0.8095401942453064,1
1,0,0,1,47.28083168687709,1.9511794239931868,0.4423805350802152,0.4697293414897535,0.3587212756604034,5.077368726723801,70.47506543308883,66.4744559636174,5.454742799914837,0.7422322464300773,1
0,0,0,1,47.216640016494694,1.9730985309530298,0.46007238569780284,0.45673444236356076,0.3482314173296214,5.506356962937874,70.64885263827044,65.86698357073031,5.728731636912876,0.7398008274579837,1
1,0,0,1,47.50384893721621,1.8746528719743267,0.42522896885391365,0.5168891527420253,0.41167842609675287,4.175980326209411,70.26624830446211,68.35928124564997,4.674652871974327,0.7876271645157281,1
0,1,0,1,47.83340595877035,1.7593079144303783,0.6674533796962054,0.5987291464279697,0.5896392177359877,6.4004902216998465,72.34245754025318,69.78186905535867,4.559307914430379,1.077798243433317,1
1,0,1,0,49.74614435965614,1.3307286330454922,0.4989672063703278,0.7836733278037293,0.30361870603844265,3.104869508957787,69.0971281685463,70.86823905109631,5.52400116124795,0.9778155985675037,1
1,0,0,1,47.902950823996086,1.7816386396232753,0.4135316261766426,0.559800464888795,0.37165074211859944,3.729814956670855,69.8170020386968,68.69279603690525,4.851591502316169,0.7933491283855885,1
1,0,0,0,43.124504713902546,1.2242201023177581,0.440555706977303,0.44734796139465965,0.5806006132580772,5.0134110162923875,68.60295854649533,68.09866643953404,3.3663661557984,0.8598214081344221,1
0,1,0,1,48.00473927626777,1.69934125330628,0.7933833680568121,0.6412769202731633,0.6821592091845967,7.5569901148074585,73.42185744048696,70.52145787588921,4.49934125330628,1.228655213065779,1
0,0,1,0,46.09163269041068,1.4275862195180917,0.19482266550775362,0.583383530611258,0.8513574820747285,5.559788835219993,73.17971138373235,67.7642083150873,6.011182229948309,1.0550000032775495,1
0,1,0,1,63.49308744834348,1.9808650901146145,0.7263189151647564,0.3353579626343114,0.4045140301065534,5.553621696704871,71.48116203076647,64.93406241102257,4.395411509876428,0.8986669010054258,1
0,0,0,1,63.22100774062098,1.4052788794812763,0.6568239734692222,0.48699130115798783,0.4823066716073008,5.916245042334257,72.58955001834157,62.00416336155617,5.724785403612786,0.9613739118602376,1
0,1,0,1,63.47883443636705,1.9891077958359218,0.726181536736068,0.33003454852263386,0.3986926191908803,5.55636926527864,71.47635378576238,64.99261996625103,4.37154200789181,0.8930377682103093,1
0,1,0,1,63.66143252807842,1.8835088994245306,0.7279415183429244,0.39823383578832394,0.47327183978142523,5.52116963314151,71.53795314200235,64.24242780632844,4.67733881208313,0.9651536766286928,1
0,1,1,0,63.924622554104474,1.4795821409407595,0.7141144133428536,0.6006657127526076,0.6499726390627039,5.049172983365793,71.67078099624389,62.05286159005581,5.718682999463413,1.1441222690996427,1
0,1,1,0,64.34245901171148,1.6344560255523128,0.5785305652914418,0.6535067045781228,0.6799254888208631,5.3809239957412816,73.10916530343371,63.128852327921344,5.658464984029805,1.1149727792881434,1
0,0,0,1,62.81742109048739,1.361967141418159,0.6276869860449434,0.4318672708958389,0.3887926916982981,6.111147863618283,72.90651319234892,62.13409857574552,5.72281668824628,0.8662232983180573,1
0,1,1,0,64.08470753787016,1.63872335159316,0.7320212774734474,0.5563245020960842,0.6461516329373307,5.439574450531054,71.68074471157065,62.50343047694307,5.386196961011475,1.1323233417431728,1
0,0,0,1,62.976738873724784,1.3790646596192448,0.6391889528347646,0.4536277486063115,0.4257077878142785,6.034209031713399,72.78139044551371,62.08280602114227,5.723593848164511,0.903784463480978,1
1,0,1,0,65.48321485749345,1.4733379664667365,0.7200013899400209,0.3990232318546366,0.8119918589227342,4.786727559277111,72.3632724407229,63.533147346121,5.9899741868281815,1.1691073823939269,1
0,1,1,0,63.922298578992645,1.4793250640478586,0.7139879315115464,0.6004600512382868,0.6494636268147599,5.046941555935413,71.6702771255338,62.05536037745481,5.718611017933401,1.14368161537642,1
1,0,1,0,65.30150270929043,1.480444028128307,0.722133208438492,0.43465505532908255,0.799505493431689,4.8801215125434645,72.26987848745654,63.247889727992245,5.950383271856575,1.1758529521260965,1
0,0,0,1,62.70816483249386,1.3502420795847063,0.6197992171751661,0.4169444649259898,0.36347721728516136,6.163910641868822,72.99231932667556,62.16927376124588,5.722283730890214,0.8404647654776705,1
0,0,0,1,62.159116531628754,1.3448785230989535,0.3565320257284577,0.4765913958782985,0.5615452777540264,5.713047965880801,66.60609329210942,75.984017141437,4.246866326934258,0.8349247241497428,1
0,0,0,1,61.750438537746874,1.2941150597038766,0.37251288959701345,0.29750691813312885,0.576142091480364,7.0685774833062895,67.11500786480237,75.49497640559288,5.080317506579114,0.7512659804505659,1
0,0,0,1,61.7932615662118,1.2886442296381062,0.3719128853770085,0.297414042978496,0.5785834586880275,7.097773083408192,67.10433846515805,75.55446155052687,5.083582686953703,0.7519436318480707,1
0,0,0,1,63.07386798580964,1.2364455984044982,0.4070599637409712,0.5058605770380373,0.4470429079793353,7.39704523581421,67.2713740851056,76.11124695035203,4.836509165781291,0.8491405270088802,1
0,0,1,0,62.36202614448065,1.447452991633403,0.8063112121629374,0.28736902965784106,0.3902778278346211,6.36756862662321,66.7387843133116,72.35389240459466,5.228929110264767,0.9486328364987906,1
0,0,0,1,61.22718310352359,1.3471691949009021,0.4055301937201449,0.37889717624937136,0.5266602193359267,6.367381376452596,67.22577222878198,75.4439557525665,4.9482203966457625,0.7875886683163371,1
0,0,0,1,64.09445837504781,1.1948454466692469,0.4350707325760404,0.6719838496341406,0.3422105256065022,7.6355527724296515,67.4044945706584,76.5549819021947,4.639601780901102,0.9266024353257718,1
0,0,0,1,61.58456006215228,1.365505796035729,0.39875948383666504,0.39304452116546085,0.4745152785844328,6.696925708872823,67.37537407965971,74.71387776102085,4.912339303445344,0.7833067202594972,1
0,0,0,1,61.969085493278705,1.3446838982421232,0.5221848951399879,0.29039165005170225,0.5154143121404734,6.839097408065552,66.97454870403277,74.43345523557116,5.138250498448932,0.8186066361844763,1
0,0,1,0,62.31122735824096,1.4341671552322524,0.7695797821126975,0.28775978955199255,0.4064552874524928,6.428527170110842,66.76926358505541,72.62273521177089,5.217206313440223,0.9318232416270914,1
1,0,0,1,61.18419946060674,1.5378128903717818,0.4621076802837434,0.6236319562328259,0.22923106194134568,5.799915247182194,68.00378818841473,72.8286354347558,4.506910846184042,0.8606395376602224,1
0,0,0,1,61.53771968386022,1.3138498193283028,0.3854052908742948,0.32825172537902003,0.558913374890203,6.788538283690254,67.15246960252226,75.49993230352845,5.03085244806581,0.7653426684334107,1
0,0,0,1,61.42132540342072,1.4357586871353873,0.42458775262330417,0.48705941954882725,0.3745082218425661,6.331197422854013,67.63159050602317,73.94522848193047,4.747038383210853,0.8148367859263649,1
1,0,0,0,50.54321610674961,1.2725429983674637,0.5420456258357673,0.35729618329191487,0.7954906570516438,4.759663445808925,61.399326891617854,65.66118165604307,3.851211647100433,1.0278617203530622,1
1,0,0,0,52.3406626702857,1.317706817592361,0.38819159250062507,0.29917852328725697,0.643420910741389,5.573850938962905,63.11907100578038,66.75588767676973,4.834678209332349,0.8113445450696977,1
0,0,0,1,53.04686830551715,1.339492081404128,0.3293713802088539,0.2784825226660782,0.5824221720684412,5.869767439072741,63.74539734036868,67.22245541007175,5.2177357646892535,0.7272663951934099,1
1,0,0,0,50.80654745101875,1.2789604197757043,0.5996962330911313,0.3823221270399582,0.7199151162565273,4.690457796177553,61.276320933422866,65.37068669426633,3.9136170726425394,1.0511023721310517,1
1,0,0,0,51.593762412356654,1.2715553975563667,0.5130893115367193,0.39357723663055566,0.7070680057097929,5.668210214283864,62.13310190765836,65.90999466752737,4.201328119360099,0.9680987679135546,1
1,0,0,0,52.01758447320339,1.3077403950602589,0.41510093333730114,0.3086466246927541,0.6713268938312753,5.438473699568516,62.83253635798244,66.54244012754054,4.659435279809551,0.8498090031834383,1
0,0,0,1,54.04697568591203,1.3703437229587259,0.24607194801143983,0.24917346318921033,0.4960375757155673,6.288835570189361,64.63238203506337,67.88319473336605,5.760210462024265,0.6081974243069572,1
0,0,1,0,52.94320498840318,2.0943342129552898,0.6323996963726438,0.05801000540395673,0.21500652083875937,7.243339888094721,62.46318756557719,69.6420083140053,5.558196276990188,0.6720447980153941,1
1,0,0,0,50.64470495309295,1.2617964519598246,0.5391944910074692,0.3601528479623994,0.7897750696404863,4.926530348946672,61.564643326659784,65.58063025364407,3.8792829146742127,1.0238041230532724,1
0,0,1,0,52.36490972950352,1.8992466557361294,0.6117297051910899,0.12721963879837317,0.3529612934437371,6.669689571033619,62.22861800273034,68.67818288250588,5.151763866116936,0.7566923762350881,1
1,0,0,0,51.91600661830511,1.2748689626560938,0.5042255248949493,0.404926197097121,0.6789855414896057,5.920041161863123,62.32611707471746,66.02182748964316,4.310675767651093,0.9491844990683345,1
1,0,0,0,51.4472208837114,1.5896648764327632,0.5789287785744237,0.23704746050361494,0.5718798373796888,5.759371719986816,61.85638276809178,67.14870147285234,4.50680182590159,0.8910184616734064,1
