Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Misalignment
0,1,0,0,52.96888018922827,1.24405377486598,0.6738063236279836,0.5161540114013264,0.7573325448821786,5.462205638050063,69.04687545852136,57.14286599710749,4.6394622513402,1.1509735235694074,1
0,1,0,0,53.16715691439226,1.3094845810954143,0.7153375067777351,0.5488138062406347,0.7046824670247337,4.91286793050528,68.98689920493997,56.819874796667946,4.386317532975267,1.1446562539803935,1
0,1,0,0,53.42548891603174,1.5190905767059197,0.6737990287119823,0.4992360897314395,0.6051365048999842,5.057902033981907,68.48300738931218,57.39540066289383,3.9488816941628313,1.03773340156358,1
0,1,0,1,50.04006036880929,1.7070180532851047,0.45945965040583475,0.3772198872924572,0.6823951819667932,4.016777151624762,66.14994589750236,60.475644397602,3.7761205081878555,0.9113055698568624,1
1,0,0,0,48.23371847486286,1.2011488627031548,0.8461135362478842,0.7067505203754153,0.5594615889375804,4.072005400089725,72.05373891342605,67.78375935198923,6.3084704958420845,1.2381736820574063,1
1,0,0,0,47.99178249628163,1.3898104606300563,0.516640808311242,0.804341377416939,0.46841336106730963,3.8451579494749533,72.43127705796178,65.6860673253486,6.475764888560854,1.100265556739334,1
0,0,1,0,51.385035053107494,1.787216884876699,0.5444326199159287,0.31187518084537164,0.6276760636495831,5.513156274286964,73.54292815009653,67.61082124708557,3.7720449572549417,0.8878537566322968,1
0,1,0,1,49.95974660175071,1.1029873515546216,0.39235702104621617,0.4369088968459369,0.5321848132787114,6.629873086204496,70.1260255544958,66.75460772645658,5.065114093613438,0.8026898146053607,1
0,0,1,0,50.4300044024631,1.4042216462887436,0.5488255977752386,0.8226819093634999,0.5945440896111385,4.932529955826281,71.40033745759987,67.59185063816344,6.671151758302667,1.1943682580393087,1
1,0,0,0,48.10599899995694,1.2029107273431912,0.8198337089766009,0.7301006500279899,0.5473265817884304,4.000907727214007,72.04709427287212,67.56025631747522,6.4082733182072635,1.234375710966807,1
1,0,0,0,47.93709782683514,1.4792944651788555,0.37147786759874546,0.8398864125571565,0.4306312258133721,3.7705879456842872,72.61521640064542,64.7887416130676,6.508078556870142,1.036056189289291,1
1,0,0,0,47.98822472820101,1.3956322629437958,0.5071965512245091,0.8066539266693411,0.465955266757064,3.840306447546837,72.44324409605113,65.62768758548027,6.477867206063038,1.0960881146828538,1
1,0,0,0,48.09471474064689,1.221375878941444,0.789879129717213,0.737435418579518,0.5395301844469459,3.9855201008821295,72.08505041782408,67.37509188061497,6.414941289617744,1.221126016678188,1
1,0,0,0,48.09935139733886,1.2137886225364083,0.80218734566316,0.7344215917297399,0.5427336927068499,3.9918428145529927,72.06945439076928,67.45117520178769,6.412201447027036,1.2265702626851152,1
0,0,1,0,51.10357596775202,1.7348723598563214,0.57137717869691,0.3471433772115605,0.6215835041799981,5.3844402291548885,73.40992157012671,67.62626717250141,3.998585196687396,0.9191424968599995,1
0,0,1,0,52.41224719540948,1.5683641761685125,0.6084983479382605,0.3913767353172327,0.47517052147739225,5.30828816828037,75.03529081940803,67.1468803681133,3.7831559815943345,0.904372561482969,1
1,0,0,0,54.7170789077882,1.534643399658378,0.3761138083006276,0.7069301974756494,0.7066949931545246,6.687845222510527,75.98336873769445,69.59349014121237,4.51001517543974,1.1077875608903822,1
1,0,0,0,54.732483459087504,1.5594894501411338,0.35424928387580235,0.7159741598513727,0.7390942429840383,6.796174002615342,75.86013232729998,69.79623391315165,4.550762698231459,1.1177724238173141,1
1,0,0,0,54.63724942913498,1.4058861760241612,0.4894201650987382,0.6600625680727946,0.538795573535506,6.126463727465342,76.62200456692017,68.54283119635716,4.298853328679624,1.0560439958625218,1
1,0,0,0,54.620408369044064,1.3787231758775207,0.5133236052277819,0.6501752360194175,0.5033750213442869,6.0080330468259895,76.7567330476475,68.32118111516057,4.254306008439134,1.0451280221814463,1
0,1,1,0,53.46571268215851,1.1888683856513584,0.6226324621617277,0.5237179442259258,0.1268311056607899,5.228646202360002,78.58664281110767,67.07515909474519,4.436902648552596,0.8261214552274305,1
0,1,1,0,55.44253442215247,1.2436091692385367,0.5644607506003465,0.51352915723599,0.17519145104594247,5.814992433983802,77.74840913923218,67.21789014917576,4.194488575959787,0.8013214310612575,1
0,1,1,0,53.130136359772344,1.411179293775337,0.654949999749975,0.44908939362875694,0.3667833339167248,5.158141414949576,76.08866413574438,66.81843434520219,3.79957828273989,0.9172675825179833,1
1,0,1,0,54.30522406885397,1.3057311173752377,0.4407346935766993,0.26115185116681044,0.6736650541589826,6.497408480476027,78.0554775931146,66.43442510016175,5.41645329424682,0.9182420314564049,1
0,0,0,0,56.32596263614691,1.3547501380959013,0.4057286489245717,0.4753422602439724,0.1834557794994388,6.655674121494638,77.48623044346608,68.12411651062811,4.522211945667402,0.6755924569822135,1
1,0,0,0,54.736682219886006,1.5662616449774232,0.3482897524198677,0.718439238771782,0.7479251850505596,6.825700772101564,75.82654224091199,69.85149502301577,4.561869097762974,1.1204939604736837,1
1,0,0,0,76.29773520057516,1.4208621883528578,0.6192281984182894,0.3958833230771462,0.438785805895467,4.558911844719274,65.3589462142354,70.57494716318928,5.856855827464249,0.8803035485098616,1
0,0,0,1,76.28607089578719,1.5857313348099986,0.7086750017741565,0.25850372948968725,0.4239496341476574,5.2319627760693885,67.7004702705319,70.03443276273624,5.398537330380003,0.8734776555939764,1
0,0,0,0,75.78758010858824,1.495911601108605,0.5126983419393708,0.28206077340724034,0.39525635412714555,3.230504604247359,64.23818784266065,72.24661142012819,4.473388579871809,0.7227877551273201,1
0,0,0,0,75.81847621340107,1.5137362769621536,0.5224424980726439,0.28324908513081026,0.3865816785450853,3.227335772984506,64.28096706470917,72.21294258796037,4.507057412039623,0.7261546831978614,1
0,0,0,1,76.28702633773086,1.5551571926126349,0.7150764627967297,0.25181563588401384,0.450224287598517,5.554902153029045,68.13806268073166,69.77073078628398,5.459685614774731,0.8887479988507218,1
1,0,0,0,76.28237433468375,1.704021290120062,0.683908042381112,0.28437965721376357,0.3222942038030717,3.9825251231068455,66.00744528515662,71.05468362728553,5.161957419759876,0.8143973971929579,1
0,0,0,0,75.07082148499194,1.718516346694505,0.5363225091707318,0.3660701997483154,0.34154002329505545,3.461800077650185,66.80037506359305,71.4281999223498,5.240563699895605,0.7516979179391056,1
0,0,1,0,62.14405737072031,1.5012116301464906,0.6341917063968125,0.1530617817716883,0.6956482581043654,7.062732169151422,77.09371860648349,64.40205659070816,5.1568453505677425,0.9771175046440647,1
0,0,1,0,62.15927967600694,1.57,0.6117064594403055,0.190826174907804,0.6560297602935836,7.239171456757543,75.46199527163928,64.1539262777135,6.178968545664928,0.9270791003116114,1
0,0,1,0,61.984003039906476,1.638273389606977,0.48112484926702587,0.24525643904739253,0.5450868179145673,6.278746055695678,77.27191676715532,64.95717375136611,5.102713244903322,0.801209270058066,1
1,0,0,1,61.863876290531806,1.6613113963363662,0.4194159026704478,0.28853498026045926,0.47054241042590095,6.028619125490882,77.31305606488637,65.12831322992729,5.066510662899996,0.7272254414937316,1
0,0,0,0,65.2201090893362,1.6650531052586204,0.4330209542215525,0.5903644641879293,0.4380667868577598,4.196922773818976,77.9484460841724,67.64378433668965,4.5636388842413815,0.86411961953833,1
0,0,0,1,63.24698311048802,1.407824212031944,0.5060287694977824,0.32902982649156964,0.7263570296078085,5.806684845572321,78.04497008915705,62.1134673511269,5.678507831907718,0.9683175228469929,1
1,0,0,1,61.79717644119111,1.6741031482647184,0.3851522814337901,0.3125651999544352,0.42915195597201844,5.889737247411629,77.33589847904415,65.22333767282362,5.046409338441157,0.6861462460224749,1
1,0,0,0,48.011378533088944,1.357744218581727,0.5686593787451983,0.7916039534921859,0.48195244104327084,3.8718798178485607,72.36536311597355,66.0076204747777,6.464185412265624,1.123274731717644,1
0,0,0,1,47.437104057095276,1.825346814119349,0.21973526136438817,0.7828346839838296,0.6542028843308982,3.517086709959574,75.39689589146683,66.43741035169974,5.033514485951859,1.061880587186246,1
1,0,0,0,48.148262756468206,1.5577330540334433,0.29215169835611887,0.8247035522618895,0.4208178841978315,3.8476779890407924,72.79745509506836,64.42329750133885,6.333517761309448,0.984956282183709,1
1,0,0,0,47.71429414598545,1.6544762113788312,0.2516311072092849,0.8314378776522435,0.5049758912708459,3.638594694130609,73.80590072372733,65.08563402779698,5.929635869213241,1.0203324073191469,1
1,0,0,0,49.166485826217986,1.6304632733012847,0.3707003351653875,0.6635333863643531,0.48569323978474593,4.37133556776925,73.03310100549616,65.42115610969363,5.527666931821766,0.954029446341159,1
1,0,0,0,47.555079850845246,1.752622009752931,0.23331055817945287,0.8035208505591662,0.5906898885175599,3.568802126397916,74.71974715747729,65.86207634382319,5.414915682184628,1.0441971284510763,1
1,0,0,0,47.86667641578326,1.5605419354760728,0.26916550537779976,0.8581569605756949,0.42293995698243686,3.705392401439237,72.93126824365498,64.34250953398849,6.422268960614375,0.9974917423463645,1
1,0,0,0,47.79778240878608,1.603010843898993,0.2612379758055213,0.8460769155131753,0.46002947033845387,3.6751922887829385,73.3267009687484,64.67848578728982,6.19954312977417,1.0078183041868143,1
1,0,0,0,48.86885007726957,1.6092035769478266,0.34773986310365257,0.7106448734836166,0.4667295906374612,4.21826575402435,72.96421958931096,65.12947307572418,5.763224367418083,0.963069638242197,1
0,0,1,0,51.30036441815368,1.7828831727252628,0.5353138265432837,0.3257708892408179,0.6216517900709343,5.468758843621891,73.52694147962985,67.5123571297906,3.8388544462040897,0.8892164256177683,1
1,0,0,0,47.65811668481477,1.689106153196373,0.24516685140334374,0.8215875830908095,0.535219373791499,3.6139689577270238,74.12834395976178,65.35959534528686,5.7480210632368,1.0287528788826923,1
0,0,0,1,62.16240023694984,1.671077536513275,0.7505330675109142,0.29553705484720194,0.377111460728907,5.061245756297893,71.52377994484364,69.80616304769913,3.766257125932154,0.9111248722174834,1
0,0,0,1,62.19593209886505,1.5764584409748124,0.669169702828824,0.4639404823414178,0.3765356589272393,3.74415640260417,71.06904409517776,70.55375634038143,3.796078045745232,0.9166679830377493,1
0,0,1,0,63.26581258337548,1.315208555222266,0.5236161950524053,0.44901191744127233,0.5108927430285489,4.577667942862295,71.59569069026622,71.21724811372123,3.7877843985784843,0.8889822708975736,1
0,0,0,1,62.41416269603121,1.5231695742249363,0.639480191353893,0.4608954042414249,0.40394136182717566,3.9141732631871085,71.17646768370528,70.68909314482556,3.7943863356896803,0.9110207452567128,1
0,0,0,1,62.008768570795176,1.5488954177399483,0.7131608905873887,0.39503372371309736,0.3283174508044436,3.318951113234236,71.38922959070567,70.70987315305523,4.075300129323107,0.8897675451836089,1
0,0,0,0,62.48552184780681,1.3229019812344354,0.6760112845864825,0.28141784536032566,0.35122637450500244,3.2725141057331033,72.24057472822643,71.41261986657237,4.487041595833152,0.8299541776732811,1
0,0,0,1,61.69539568317721,1.6996696520503747,0.7381431507781709,0.4689958891056068,0.313732271288336,3.369545587019494,70.8280384667742,70.23504478075562,3.7996145940587702,0.9295473344540703,1
0,0,0,1,61.709773204235,1.695171659430988,0.7353099245401219,0.47072409482462785,0.315483146578349,3.365404705624943,70.82973332146452,70.25226245223875,3.7998467193470153,0.9292485052605401,1
0,0,0,1,62.25519752748279,1.5619866502658295,0.6611068480052479,0.4631135228723331,0.3839782941490019,3.790328306294734,71.09821738755936,70.59051009456297,3.7956186238179628,0.9151343485614408,1
0,0,0,1,61.65805241462429,1.6977967182499507,0.7282321175747816,0.4734970526500558,0.308483272412399,3.4241771522516586,70.78731798737427,70.11331129937216,3.821298390250476,0.922836679954401,1
0,0,0,1,61.85635966136126,1.6211411994845952,0.725036909504317,0.43135454823403624,0.32099390580567116,3.3337961368803963,71.1170708238594,70.48521846187667,3.9436742529938194,0.9088887354331233,1
0,1,0,1,48.530221916789365,1.744527957154636,0.441046801295013,0.4791297110350943,0.6177181068837236,6.7715940377019574,62.558341805198374,74.8411901818515,5.545595090925747,0.9113029005817191,1
0,0,0,1,43.07502769185805,1.7750174417596711,0.5366464198949532,0.5479766065462982,0.7184689106763005,7.306086597110939,66.79331624983604,71.11895134484548,5.530422735456314,1.0531543984624814,1
0,0,0,1,43.87499120750853,1.8626215155196657,0.47901216084232523,0.49656684747135404,0.6944930589104072,7.476684003906717,65.6060505133519,72.46067689559067,5.671050327544727,0.982632065509223,1
0,1,0,1,49.89982168053656,1.572458951303148,0.49492699504648907,0.5356170109358354,0.6088539459762228,6.192816472565133,62.50619968221307,74.35453036732204,5.302265183661017,0.9644733867642118,1
0,1,0,1,47.0633041751533,2.0477162294471065,0.4187638481446903,0.33994460650239594,0.5669105930157158,6.7935471365053814,63.79286685758335,73.93808552555676,5.843906706075127,0.8011836054286312,1
0,0,0,1,42.62681459356813,1.7259335866155299,0.5689384298582041,0.576781079433518,0.7319023868210129,7.210502247619716,67.458531655079,70.36719335290101,5.451630231145982,1.0926674921639,1
0,1,0,1,46.82871670061875,1.845761125670057,0.3034447666185503,0.36264775934020493,0.47897308879378364,6.86379074237093,66.09815025711407,75.61928353226801,5.8095820281442885,0.684582522777778,1
0,1,0,1,45.55778809921867,2.046904748617607,0.3577731916989429,0.38842168699545704,0.6440576477467602,7.835551352571129,63.10852774899822,75.28312009724861,5.966873412254579,0.8342818465703093,1
0,0,0,1,50.54970552249529,1.8270027283917014,0.5371636842544032,0.2782912221306832,0.43321924922947896,5.94389914390657,62.511904036131725,76.79581842127202,5.279520180658638,0.7801842286685253,1
0,1,0,1,46.72517179042217,2.0333262586745935,0.3731113162733721,0.35226575615893957,0.5977748453331514,7.539132292679174,62.63267878556561,75.97555658136686,5.883393927828078,0.8025746853791899,1
0,1,0,1,47.27541488548694,2.0420254542918137,0.43335292627007715,0.3348229088626325,0.5549082308700075,6.598508751637621,63.992561331214525,73.61164196892133,5.812866114318984,0.8000455541088374,1
0,0,0,1,52.375679309022686,1.450889432646137,0.44581531325895896,0.3485540602231231,0.3235463068130195,3.762702298997479,65.16470963972033,65.07882632434324,4.800626956156492,0.7037481894720342,1
0,1,0,1,54.68418795515885,1.3637733242594448,0.5202591561780913,0.29569592377933573,0.16570490643174018,3.928742225246852,64.39509329703777,65.3286316434459,5.808120244994992,0.6286832650887864,1
1,0,1,0,53.062508432248904,1.3751936025897964,0.4635384404706777,0.3916262617542901,0.14362570165972688,3.9249354658034012,64.44077441035918,64.6586419813986,5.499772730075496,0.6409911141756857,1
0,1,0,1,53.951622343294886,1.3689322370190502,0.494636556138718,0.33903079096002064,0.1557310084298365,3.927022587660317,64.4157289480762,65.02597542821573,5.6688296004856475,0.6342431225511873,1
0,1,0,1,55.18939973413604,1.360215494830028,0.5379297090108615,0.2658101565722343,0.17258337666194606,3.9299281683899907,64.3808619793201,65.53735763663836,5.904181639589247,0.624848925291847,1
1,0,1,0,50.935017067219384,1.4741530367347082,0.43352289868623195,0.537432726543371,0.1887653962627677,4.376267246045996,64.67225074706636,64.10031432295924,4.823872848214238,0.7282362468527677,1
1,0,1,0,50.907801010151296,1.5658281763324924,0.48093613494696097,0.5607812386596817,0.2691243858164505,4.873318393552733,64.85989829843056,64.43836640022607,4.523063796409009,0.8058963948218894,1
1,0,1,0,51.034969454363555,1.4491864113396469,0.5588785603557926,0.4698345991550754,0.2961104186993197,4.365870965425341,65.43514529916642,62.815397093273816,5.3367456453585875,0.8223006273280521,1
1,0,1,0,50.25132866005477,1.5713861167716974,0.3895781718214612,0.4379617869703162,0.3512237799817456,3.8525074914337867,64.90917333318266,62.845104880073016,4.47569429576253,0.7368927516777526,1
1,0,1,0,52.710949780631225,1.3776693677420335,0.4512421402145663,0.4124226890330825,0.13883922236540164,3.9241102107526555,64.45067747096813,64.51339709246736,5.432927070965092,0.6436592929176482,1
0,1,0,0,51.13244609048574,1.5261416503834833,0.7784575090942054,0.4098095127008831,0.5315934501734587,4.945600432888907,66.65103807605904,61.548200823685306,5.644566601533933,1.0372947724683048,1
0,0,1,0,63.54131469001009,1.5900885744366002,0.3089447050144677,0.6019004177961675,0.7261300763471167,6.179092752398276,69.05801214427176,65.72586106620922,5.70007085954928,1.043845964741248,1
1,0,0,0,61.68199980835052,1.6393912793500678,0.5219573080109206,0.5215675637077957,0.4876087206499322,6.142395069055055,67.58334388639543,65.59896435945927,5.6933122272091605,0.9133148841176879,1
0,1,1,0,64.03674397515775,1.6605638236395865,0.6481930699231091,0.624691357566047,0.3185560172220038,6.712600664875771,67.73059190146886,65.96365755081821,5.940218453322162,0.9768308789242935,1
0,0,1,0,63.59070567289958,1.551673365522547,0.27096852705943203,0.5831318442981587,0.7936310862960962,5.952991808504133,69.30057674912906,65.66220157715165,5.669338692418037,1.0572090108439254,1
1,0,0,0,60.80369690594298,1.5248300312099536,0.5025166113568407,0.4059648496754987,0.6021699687900464,5.281449931517227,67.64236028695245,65.28999614477836,5.575279426095103,0.8884178338274024,1
0,0,1,0,63.589539227147604,1.5525806011074208,0.2718653942376216,0.5835750936839113,0.7920369437683892,5.958331537946533,69.294848204436,65.66370499612087,5.670064480885936,1.056893421490402,1
0,1,1,0,63.22413187770549,1.8390922389889457,0.5564664013470589,0.7234976012335371,0.2871596407295302,7.6452577312698375,67.4812677352051,66.13910789004086,5.900203463674892,0.9570129894334934,1
0,0,1,0,64.9000996172842,1.470887205293624,0.7456476083146553,0.5197151601711263,0.3519129397587075,5.721703848344276,67.99548510984856,65.77725121899546,5.982732178123843,0.9978862960914321,1
0,1,1,0,63.147899112166634,1.8246593855673698,0.5444434037940853,0.7134661114229273,0.2879715722473999,7.62443230927895,67.57102097896694,66.04386548288885,5.80846766721864,0.9430688599683692,1
0,1,1,0,63.06285959559643,1.6699792345797437,0.5111763436619324,0.6706753053909196,0.40189282026883993,7.155394136959254,67.55213002169344,66.87675665015445,5.477524158652696,0.9615555143783471,1
0,1,1,0,63.246786115156496,1.81916635487828,0.535404453679671,0.713821276240531,0.32360769071387957,7.527379117283591,67.61154958776858,66.1054756737983,5.883333083902624,0.9641593763384616,1
0,0,1,0,58.58208749912216,1.2882920461727756,0.44316152333218206,0.30273200028090774,0.6245100681355322,3.512811819522514,69.90135158865863,72.59188613641152,5.1085165890097715,0.8392803537735567,1
1,0,0,0,57.23384692803094,1.4707433112459611,0.5257563484260748,0.21400846456809966,0.4799808660038677,5.351984432175657,69.05686589913493,70.9484524093479,4.142827631142661,0.7480297466078651,1
0,0,1,0,58.331286223026794,1.5290883377222058,0.6600932856411459,0.43567561966935586,0.5760883377222056,4.364607790578374,68.84735688062335,72.3810247238682,4.431215549703726,0.9853279537037077,1
0,0,1,0,58.46111138567474,1.3872725026297592,0.5265250633259528,0.3414443565840836,0.6181313276083044,3.697575338242217,69.59121282509342,72.59848483350865,4.846768270823525,0.8955108276741862,1
0,0,1,0,58.57392792135843,1.4368161425820036,0.6245514030686237,0.5153031065866412,0.48381614258200367,5.393271891956181,68.2424613791487,71.69752698208892,4.554245143223995,0.9605259457585754,1
0,0,1,0,58.4529791619685,1.3939261402075875,0.5321289047526127,0.3440466681700787,0.6177025376310665,3.7099954617208297,69.57036476068289,72.59892840934717,4.829173095895491,0.899290737441797,1
0,0,1,0,58.37223525049004,1.5503179999611847,0.6246792248102896,0.4399824001242094,0.6220071000601639,4.131343000446377,68.93260574952936,72.93797775131488,4.445671500223188,0.997722729890995,1
0,0,1,0,57.80591534240128,1.543242088392501,0.5957515021858795,0.4219873814958117,0.5705515422536896,5.03385365225369,69.4312424890706,73.43532714666932,3.920778474990027,0.9288967162041314,1
0,0,1,0,58.66314792629463,1.2219698784862119,0.3873035198806095,0.2767926635857184,0.6287841633864442,3.389010439840929,70.10916104740987,72.58746465856575,5.283901876892018,0.8016029470144432,1
0,0,0,1,60.442256943050296,1.3779286970293465,0.38994726103731037,0.291834709190916,0.47421302299359974,4.296390689807993,58.65307010832031,72.8116057933703,3.987578088298483,0.682141395401778,1
0,0,0,1,59.88351396197886,1.43971160873078,0.40708550668890414,0.31705216720993457,0.4799333210420608,4.308441403238838,59.43433228857517,72.40783798732629,3.8015585967611623,0.710544487365211,1
0,0,0,1,60.685372631529376,1.4964313875507953,0.5116180593180657,0.2944481071754712,0.541406545448837,4.577364746387147,59.870143923365355,73.61526813387515,4.781430200875517,0.8058181359973313,1
0,1,0,1,54.11062447410364,1.1074822865143226,0.6298580221184422,0.6696413474567107,0.5775898282780817,4.5536831992533,62.16011919085291,72.96028011292564,4.57338056929514,1.087188113918883,1
0,1,1,0,60.17354299113952,1.2629711971226463,0.3696685726467229,0.1803941115186233,0.3329311715414651,6.456175375382242,62.16589161013891,69.71879496903436,5.244059737519807,0.5353519004298721,1
0,1,0,1,61.21980542850973,1.5936009870017693,0.6418253225823711,0.3112908377469734,0.6029472917677874,4.8397226649047775,60.72847538518229,74.65174386135222,5.659195582582651,0.9379704903619313,1
0,0,0,1,59.122816024737766,1.6143903943194762,0.5409119956479859,0.46130303530898686,0.500782079322002,4.373241597892709,61.20647674237017,72.15427200824593,3.736758402107291,0.8843915138942229,1
0,1,0,1,56.3243173679137,1.2119017626374384,0.5334440391647651,0.524150210725169,0.5393026870329392,4.4562250215383905,60.96625651384529,72.78276700351635,4.294928632966831,0.929693305158311,1
0,0,0,1,60.07264580312509,1.396281334097201,0.3738123124131781,0.28118716622220463,0.47474970761805296,4.292330172326381,58.993725147534505,72.47088193437503,3.817669827673619,0.6673210124541586,1
1,0,0,0,58.38254067469423,1.784379548773916,0.6711456220445325,0.6016811757616856,0.5210711074343062,4.436302090674195,62.93104413191602,71.90751355823141,3.673697909325805,1.053571239666244,1
0,1,0,1,54.29149501341514,1.116013915727129,0.6219804844786176,0.6577539440868669,0.574461564233386,4.545720345321347,62.06257423018649,72.94577634326387,4.550629558060989,1.0743199463971194,1
1,0,0,0,47.9,1.3966521832875831,0.39775134319296823,0.6164344462723395,0.45923971443172534,5.215466412188999,73.58071557369173,64.32334781671241,6.072836692646886,0.9325091145989344,1
0,0,1,0,50.95794507713221,1.7116931279491339,0.5495676731397501,0.2992643804446393,0.6175169832577067,5.780180897459329,73.72176991288576,67.22351769600701,3.9608192363885113,0.8800607873021176,1
1,0,1,0,45.699121911383074,1.4451097610771155,0.7897487519203792,0.4516035663608874,0.36545468224440875,7.862349491631776,75.22130841385042,65.08574006104492,4.785301016736447,0.9988157473109267,1
0,0,0,0,48.321954457412915,1.244746218170288,0.5887309623470081,0.23524746539431368,0.5550063485615063,7.331649662208398,74.74604055369097,64.91890875419529,5.158312117918133,0.843511099525178,1
0,0,1,0,51.05858657550044,1.729521050517222,0.5480724280211362,0.3017085311192965,0.6199036245047249,5.720946186991165,73.68266350209126,67.31150712029468,3.9150992414155112,0.8814562457363188,1
0,0,0,0,47.84352273229759,1.1998997299600986,0.5510806188808328,0.2427405064429919,0.5338374341482298,7.583986630661347,75.14122457835809,64.83969516139118,5.357308822879135,0.8234199587812725,1
0,0,1,0,49.76888615391717,1.5010598329796134,0.5672336914275163,0.27038723516655994,0.5893193002214644,6.480027006551606,74.18380423733504,66.18394046599616,4.500991718649056,0.8635737284837818,1
0,0,0,0,48.3974799332771,1.2581250167519438,0.5876088695627402,0.2370816555224439,0.556797381274857,7.287197524985477,74.7166935116409,64.98493959880798,5.124001973168402,0.8445583083207597,1
0,0,0,0,47.86441190337805,1.1744485120777435,0.5981490782866131,0.22866416915877297,0.5420967605387358,7.584565578185052,74.91503384261429,64.55866289194087,5.340868843629894,0.8402663063631225,1
0,0,0,0,47.5412708788915,1.3599154170574375,0.3160353540556306,0.3376831474540796,0.4740982442985567,7.605322055607658,76.37867922524418,66.3900693741565,5.39642376861404,0.7472085959055536,1
0,0,0,0,47.96490895568391,1.1729504070765415,0.6723006654053889,0.37134019099646154,0.5485404884918499,6.529655080751204,74.0514315407264,65.50593189279947,5.6597927430368635,0.9595579469624287,1
1,0,0,1,61.964780360472254,1.6419599308683357,0.4712501851741011,0.2521818701312304,0.5331582236903142,6.238720750572356,77.27849987655061,64.9845594864505,5.096920108635473,0.7893703796592815,1
0,0,1,0,62.031355917316226,1.629192015857163,0.5054499575254565,0.22819642978881313,0.5744715486907515,6.377343827836517,77.25570002831637,64.88971211779607,5.1169839750816015,0.8303730256957356,1
1,0,0,1,61.62137215880033,1.7038765298767473,0.2994536382818384,0.37689452586606476,0.3203044250755942,5.5914146611257,77.19705070448649,65.4108322791208,5.109845058126516,0.5799101280132135,1
1,0,0,1,62.072492389665285,1.70507986819505,0.3052364349563344,0.4089057743540802,0.3262843558733645,5.321645222070569,77.47257194412302,65.77536764468708,4.933418484243077,0.605937881916722,1
0,0,1,0,60.96756124408201,1.2630860828396597,0.33871917328408785,0.4263673189053853,0.18898138798800557,6.578179825149321,76.95867250680416,64.65203640532437,4.827993705029376,0.5897087117315067,1
1,0,0,1,62.37869487110675,1.5693013851992101,0.3274347435553377,0.41088506178553924,0.4458057656778187,5.328416323413671,77.8255275179341,63.79818494885879,5.333167353172659,0.6953625383741846,1
0,0,1,0,60.771450489318134,1.1266612099604416,0.3538964403919009,0.4405213994666042,0.15112348576402254,6.907304830970435,76.82395294483594,64.39623976867583,4.77853968861066,0.595460097569789,1
1,0,0,0,61.7795958286339,1.6186791691971285,0.4448977040134736,0.3336872929499723,0.42193270531485394,6.863289545557154,74.3733667505334,64.30935211604859,6.777279117141915,0.7057188327662859,1
0,0,1,0,62.22729118498263,1.591615389181413,0.606101636121215,0.1576060525336545,0.6960587764344278,6.7853186317446585,77.18859890925253,64.6105714624905,5.176032959857779,0.9510459093640174,1
0,0,1,0,51.84888364480583,1.4500962698679971,0.2807603443198772,0.7539437196546818,0.5979417754935917,6.169759325330007,70.53019253973599,67.15476904613546,6.280385079471989,1.0148116157381546,1
0,1,0,1,50.75582211745087,1.3909517541731038,0.41245421672234395,0.35503544488617833,0.5709931077390148,6.403606830045271,71.41794222943915,67.02282900971186,4.37567443641864,0.7955082275291561,1
0,0,1,0,51.804363899059304,1.439942643645105,0.2816976021250672,0.7436534100018659,0.5959696288618377,6.195143390887238,70.5098852872902,67.13856229658738,6.239770574580419,1.0066995335139552,1
0,1,0,1,50.89786907730235,1.2331982106128176,0.3007817036357399,0.5341258788326055,0.5558134985997973,6.712004473467956,70.09639642122563,66.808566374632,5.41279284245127,0.8415242746126403,1
0,1,0,1,50.61613425361938,1.304419449144749,0.3841457912202107,0.3648012335965212,0.5586313498778213,6.595214076893771,70.95561248543052,66.89550290374156,4.50918142131953,0.7758441474617184,1
0,0,1,0,51.161553230710496,1.6422896119445554,0.4946776016218617,0.32667017236625734,0.6068985159920793,5.84707300212277,72.76080449810377,67.39265471471842,3.987896027285543,0.8526236338225238,1
0,1,0,1,49.3101980397366,1.1301777564761424,0.5564057974060591,0.5372112794453253,0.5409461659756459,5.708420474975174,70.78765874091947,67.12016761484591,5.536414445586468,0.960906868251479,1
0,0,1,0,52.09030717638184,1.5051577770695435,0.2756777436551191,0.8097464394531718,0.6086364143923536,6.032105557326141,70.64031555413908,67.24265568263023,6.500631108278173,1.0588021531089562,1
0,0,1,0,52.145123011963676,1.5176596343075048,0.27452372606392267,0.8224165909231828,0.6110646597404962,6.000850914231238,70.66531926861501,67.26261057014467,6.550638537230019,1.0687903180899454,1
1,0,0,0,48.42624097402824,1.1671806103895155,0.779656349350077,0.6737106961035462,0.5528693077921772,4.454434870133085,71.68806151947821,67.61765042857016,6.177797246751603,1.1762211506084097,1
0,0,0,0,50.72831761792061,1.9516371216907347,0.6870705409873714,0.6548242183939501,0.6636620149044987,7.363323275469186,66.14345905663518,66.18584684858828,3.1533911660521783,1.1597599259278868,1
